Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata  Grand Touring - Power Retractable Hard Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140,15000
200,111,97,Rear-wheel drive,Hyundai 4.6L 8 cylinder 368hp 324 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Hyundai Genesis Sedan 4.6,Hyundai,2010 Hyundai Genesis Sedan,2010,368,324,16600
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Ford Escape XLT,Ford,2011 Ford Escape,2011,171,171,11400
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 Premier Plus AT,Volvo,2012 Volvo C30,2012,227,236,17000
128,127,179,Four-wheel drive,Lexus 5.7L 8 Cylinder 383hp 403 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Lexus LX 570 SUV,Lexus,2010 Lexus LX,2010,383,403,20400
140,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2011 Nissan Titan King Cab S 4x4 FFV,Nissan,2011 Nissan Titan,2011,317,385,11600
82,215,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Crew Cab Short Box SLE 2WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,11300
119,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,2012 Ford Mustang Shelby GT500 Coupe,Ford,2012 Ford Mustang Shelby GT500 Coupe,2012,550,510,35100
244,245,102,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2010 Toyota Tacoma Double Cab PreRunner Long Bed,Toyota,2010 Toyota Tacoma,2010,236,266,13500
79,215,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Crew Cab Short Box WT 4WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,13300
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia SLT2 AWD,GMC,2012 GMC Acadia,2012,288,270,12300
120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Compass Sport Fleet,Jeep,2010 Jeep Compass,2010,158,141,8000
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Limited Jet Edition 4x4,Jeep,2012 Jeep Liberty,2012,210,235,9100
188,31,206,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Dodge Grand Caravan SXT,Dodge,2012 Dodge Grand Caravan,2012,283,260,19100
220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Sport,Mazda,2010 Mazda MX-5 Miata,2010,167,140,11300
79,215,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2010 Chevrolet Silverado 1500 Extended Cab LT 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010,302,305,21700
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Ford Expedition XLT 4x4,Ford,2012 Ford Expedition,2012,310,365,11200
231,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 Buick Enclave CXL-2,Buick,2010 Buick Enclave,2010,288,270,14100
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic,24,Gasoline,36,Automatic transmission,2011 Chevrolet Cruze 2LT,Chevrolet,2011 Chevrolet Cruze,2011,138,148,21900
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2010 Subaru Impreza WRX Sedan,Subaru,2010 Subaru Impreza WRX Sedan,2010,265,244,10400
13,141,46,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Jeep Liberty Limited 4x4,Jeep,2010 Jeep Liberty,2010,210,235,5400
200,94,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,2010 BMW 750Li Sedan,BMW,2010 BMW 7 Series,2010,400,450,15700
175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Lincoln MKT,Lincoln,2010 Lincoln MKT,2010,268,267,12200
145,237,28,Rear-wheel drive,Lexus 4.6L 8 Cylinder 342hp 339ft-lbs,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Lexus GS 460 Sedan,Lexus,2011 Lexus GS,2011,342,339,23600
79,215,240,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Crew Cab Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,18000
193,251,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan AT,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,15100
230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140,10600
79,215,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 GMC Sierra 1500 Crew Cab Short Box WT 4WD 5.3L,GMC,2010 GMC Sierra 1500,2010,315,335,18300
242,13,166,Front-wheel drive,Honda 3.5L 6 Cylinder 244 hp 245 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Honda Odyssey Touring,Honda,2010 Honda Odyssey,2010,244,245,16900
112,140,181,Rear-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2,Chevrolet,2010 Chevrolet Colorado,2010,242,242,18600
82,70,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 Chevrolet Silverado 1500 Long Box LT 5.3L 4WD,Chevrolet,2010 Chevrolet Silverado 1500,2010,315,335,16600
94,230,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 162 hp 162 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,162,162,9600
206,173,29,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Dodge Ram Dakota Laramie Crew Cab 4x4,Dodge,2011 Dodge Dakota,2011,210,235,19700
165,70,138,Front-wheel drive,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Ford Edge SE,Ford,2012 Ford Edge,2012,285,253,19800
134,53,79,Rear-wheel drive,Mercedes-Benz 6.2L 8 Cylinder 507 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CLS63 AMG,Mercedes-AMG,2011 Mercedes-Benz CLS-Class,2011,507,465,13300
193,41,82,Front-wheel drive,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,TRUE,4,4 Speed Automatic,17,Gasoline,26,Automatic transmission,2010 Buick Lucerne CXL,Buick,2010 Buick Lucerne,2010,227,237,17800
193,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander V6,Toyota,2012 Toyota Highlander,2012,270,248,10000
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra SE,Nissan,2010 Nissan Xterra,2010,261,281,10500
11,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot LX,Honda,2010 Honda Pilot,2010,250,253,11000
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Big Horn Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407,20300
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Convertible,MINI,2010 MINI Cooper Convertible,2010,172,177,12000
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Mazda RX-8 Grand Touring AT,Mazda,2010 Mazda RX-8,2010,212,159,10800
188,144,69,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,TRUE,6,6 Speed Manual,20,Gasoline,33,Manual transmission,2011 Saab 9-5 Sedan Turbo4,Saab,2011 Saab 9-5 Sedan,2011,220,258,10800
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Cadillac CTS Coupe Premium AWD,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,18900
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380,17100
95,220,229,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover LR4 HSE,Land Rover,2011 Land Rover LR4,2011,375,375,21800
140,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan King Cab SV 4x4,Nissan,2012 Nissan Titan,2012,317,385,11100
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,4,4 Speed Automatic,25,Gasoline,31,Automatic transmission,2010 Toyota Matrix  AT,Toyota,2010 Toyota Matrix,2010,132,128,12400
201,33,219,Front-wheel drive,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2012 Honda Odyssey EX-L,Honda,2012 Honda Odyssey,2012,248,250,16000
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,TRUE,6,6 Speed Manual,20,Gasoline,32,Manual transmission,2011 Buick Regal CXL Turbo MT,Buick,2011 Buick Regal,2011,220,258,18000
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,19,Automatic transmission,2012 Ford Escape XLT FFV,Ford,2012 Ford Escape,2012,240,223,10600
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 1LT AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172,19200
220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Grand Touring AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140,12600
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Ford Ranger XLT SuperCab 4-Door AT,Ford,2011 Ford Ranger,2011,143,154,17300
77,185,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Extended Cab Long Box WT 4WD,GMC,2011 GMC Sierra 1500,2011,315,335,18500
214,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Toyota Sienna LE Mobility Auto Access,Toyota,2012 Toyota Sienna,2012,266,245,11100
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Sport Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407,15800
165,70,138,Front-wheel drive,Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo,TRUE,6,6 Speed Automatic,21,Gasoline,30,Automatic transmission,2012 Ford Edge SE Turbo,Ford,2012 Ford Edge,2012,240,270,13400
115,95,21,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2012 Jeep Compass Sport 4x4,Jeep,2012 Jeep Compass,2012,172,165,8600
194,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2010 Toyota Highlander V6,Toyota,2010 Toyota Highlander,2010,270,248,10300
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XLT SuperCab 4-Door,Ford,2011 Ford Ranger,2011,143,154,10300
137,169,85,Rear-wheel drive,Ford 5.0L 8 Cylinder 412 hp 390 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 Ford Mustang GT Premium,Ford,2012 Ford Mustang Coup,2012,412,390,23600
54,20,57,Four-wheel drive,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Nissan Pathfinder LE 4x4 V8,Nissan,2011 Nissan Pathfinder,2011,310,388,10700
54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot Touring,Honda,2010 Honda Pilot,2010,250,253,11300
144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,36,Automatic transmission,2010 BMW 335d Sedan,BMW,2010 BMW 3 Series Sedan,2010,265,425,13900
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2010 Dodge Ram 1500 SLT Crew Cab 390 hp 4x4,Dodge,2010 Dodge Ram 1500,2010,390,407,16600
115,184,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Dodge Ram 1500 ST Quad Cab  310 hp 4x2,Dodge,2010 Dodge Ram 1500,2010,310,330,16400
77,60,219,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase,GMC,2012 GMC Savana,2012,195,260,18000
54,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,24,Automatic transmission,2009 Infiniti EX35 Journey,Infiniti,2009 Infiniti EX,2009,297,253,18100
201,33,219,Front-wheel drive,Honda 3.5L 6 Cylinder 248 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2011 Honda Odyssey EX-L,Honda,2011 Honda Odyssey,2011,248,250,18300
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL 4x4 FFV,Nissan,2011 Nissan Armada,2011,317,385,14400
142,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2011 BMW 128i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,2011,230,200,15100
102,188,224,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,215,235,14400
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380,13200
181,140,206,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Chevrolet Colorado Extended Cab LT2 5.3L 4WD,Chevrolet,2010 Chevrolet Colorado,2010,300,320,22700
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2010 Dodge Ram 1500 Laramie Quad Cab 4x4,Dodge,2010 Dodge Ram 1500,2010,390,407,18200
22,60,219,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission,2011 Chevrolet Express LS 2500,Chevrolet,2011 Chevrolet Express,2011,280,295,18400
128,170,237,All-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,TRUE,7,7 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Infiniti QX56 4WD,Infiniti,2011 Infiniti QX56,2011,400,413,22800
228,89,188,Front-wheel drive,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,TRUE,4,4 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Scion xD 3.0 AT,Scion,2011 Scion xD,2011,128,125,9400
175,153,138,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Lincoln MKT Ecoboost,Lincoln,2010 Lincoln MKT,2010,355,350,15000
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe 2LT,Chevrolet,2012 Chevrolet Corvette Coupe,2012,430,424,45800
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox 2LT FFV AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222,16600
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Platinum,Cadillac,2011 Cadillac Escalade,2011,403,417,17300
200,105,249,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission,2012 Volkswagen Golf 4-Door 2.5L 4-Door,Volkswagen,2012 Volkswagen Golf 4-Door,2012,170,177,13100
190,212,41,Front-wheel drive,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,34,Automatic transmission,2012 Hyundai Sonata SE Turbo,Hyundai,2012 Hyundai Sonata,2012,274,269,14900
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe 3LT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424,43900
132,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 BMW 135i Convertible,BMW,2010 BMW 1 Series Convertible,2010,300,300,19300
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,14000
165,108,133,Front-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Ford Edge Sport,Ford,2010 Ford Edge,2010,265,250,10700
163,89,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2012 Toyota Sequoia SR5 5.7L 4WD,Toyota,2012 Toyota Sequoia,2012,381,401,11500
133,176,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2010 Toyota Tundra Double Cab 4.6L,Toyota,2010 Toyota Tundra,2010,310,327,12500
28,64,135,Front-wheel drive,Lincoln 3.7L 6 Cylinder 274 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Lincoln MKS,Lincoln,2012 Lincoln MKS,2012,274,270,11100
77,185,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Chevrolet Silverado 1500 Extended Cab  Long Box LT,Chevrolet,2010 Chevrolet Silverado 1500,2010,315,335,19600
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Buick Enclave Leather Group,Buick,2012 Buick Enclave,2012,288,270,10200
133,176,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2011 Toyota Tundra Double Cab 4.6L,Toyota,2011 Toyota Tundra,2011,310,327,13300
142,220,113,All-wheel drive,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic,15,Gasoline,22,Automatic transmission,2011 Saab 9-4X 3.0i Aero,Saab,2011 Saab 9-4X,2011,300,295,9500
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Expedition XLT,Ford,2010 Ford Expedition,2010,310,365,13700
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design Platinum AT,Volvo,2012 Volvo C30,2012,227,236,13900
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2010 Honda Civic EX-L Sedan AT,Honda,2010 Honda Civic Sedan,2010,140,128,15400
138,36,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 STX 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380,13700
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Honda Accord EX-L Coup,Honda,2010 Honda Accord Coupe,2010,190,162,15000
148,45,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,14900
